191.109,,1,6
49.5528,,2,6
55.1815,,3,3
113.376,,4,8
89.8826,,5,3
109.632,,6,4
56.2446,,7,4
150.321,,8,8
129.521,,9,3
107.512,,10,4
71.2019,,11,5
163.232,,12,3
57.6956,,13,4
175.693,,14,4
126.299,,15,9
46.6225,,16,4
72.9418,,17,5
60.1607,,18,6
152.425,,19,5
158.878,,20,6
117.068,,21,7
171.941,,22,2
144.704,,23,4
73.6153,,24,4
177.518,,25,7
3.17695,,26,4
96.9362,,27,3
127.994,,28,2
72.5932,,29,4
195.099,,30,8
63.0592,,31,3
61.1259,,32,4
160.161,,33,3
106.783,,34,6
73.7827,,35,5
55.7234,,36,6
115.507,,37,3
115.268,,38,6
98.8103,,39,3
61.0322,,40,7
24.5932,,41,7
98.3299,,42,4
101.49,,43,3
173.341,,44,6
177.773,,45,6
40.2163,,46,4
78.2095,,47,4
29.3765,,48,2
7.7727,,49,2
27.5522,,50,7
151.387,,51,6
107.969,,52,5
77.7282,,53,3
137.761,,54,3
122.657,,55,7
114.851,,56,8
152.136,,57,7
74.1381,,58,10
70.1669,,59,7
68.956,,60,6
8.02514,,61,4
177.917,,62,4
15.1384,,63,2
124.839,,64,7
16.556,,65,4
89.167,,66,2
111.817,,67,8
157.71,,68,4
9.42295,,69,6
184.001,,70,8
103.426,,71,6
54.9001,,72,8
117.62,,73,6
179.879,,74,4
14.2469,,75,6
79.9212,,76,4
69.8926,,77,5
108.159,,78,4
38.3477,,79,5
140.485,,80,8
53.7934,,81,4
53.027,,82,3
22.4817,,83,3
192.527,,84,7
42.7945,,85,5
34.8219,,86,5
171.493,,87,6
143.243,,88,4
58.7954,,89,2
22.1189,,90,8
141.207,,91,5
3.73111,,92,5
154.621,,93,2
19.4516,,94,3
100.453,,95,6
71.146,,96,3
97.4786,,97,5
120.478,,98,4
147.608,,99,9
66.9304,,100,5
144.426,,101,6
114.556,,102,3
86.6667,,103,5
126.909,,104,5
157.566,,105,5
69.195,,106,8
129.047,,107,6
135.395,,108,6
120.923,,109,4
130.577,,110,6
182.037,,111,3
162.483,,112,6
153.726,,113,5
125.162,,114,5
182.333,,115,5
24.072,,116,5
70.424,,117,4
2.6637,,118,7
69.5234,,119,7
120.137,,120,1
13.7433,,121,11
164.111,,122,6
136.519,,123,12
66.0117,,124,5
83.5827,,125,4
86.7078,,126,2
129.253,,127,5
156.611,,128,7
16.0714,,129,3
102.021,,130,4
99.4223,,131,6
49.9519,,132,0
164.821,,133,6
132.572,,134,2
173.56,,135,6
63.0057,,136,3
83.6765,,137,2
78.3559,,138,1
16.4856,,139,5
175.745,,140,3
152.52,,141,5
122.808,,142,5
198.016,,143,4
146.097,,144,5
74.7975,,145,5
89.3851,,146,3
101.85,,147,5
75.6982,,148,2
47.6835,,149,9
44.5629,,150,3
45.4641,,151,9
90.7589,,152,6
166.456,,153,6
199.805,,154,4
116.775,,155,5
109.505,,156,7
171.623,,157,3
86.1501,,158,7
118.435,,159,4
54.1888,,160,2
64.8463,,161,6
147.8,,162,2
68.3874,,163,4
165.343,,164,7
122.568,,165,5
29.8112,,166,10
30.9724,,167,5
191.678,,168,6
140.562,,169,8
189.095,,170,6
124.76,,171,4
142.605,,172,7
165.211,,173,1
173.447,,174,6
178.509,,175,5
105.191,,176,9
56.2638,,177,6
134.832,,178,9
96.2626,,179,3
12.4595,,180,6
109.086,,181,3
20.673,,182,6
67.6403,,183,5
34.0853,,184,6
79.8385,,185,6
83.2752,,186,8
118.853,,187,2
78.2557,,188,3
83.8398,,189,4
130.132,,190,6
13.6622,,191,1
195.784,,192,6
107.648,,193,5
100.237,,194,2
40.538,,195,6
0.413409,,196,2
69.5983,,197,7
63.773,,198,7
28.5135,,199,3
175.352,,200,6
21.511,,,0
191.008,,,
165.674,,,
31.3721,,,
24.4469,,,
3.60199,,,
57.2507,,,
62.991,,,
121.032,,,
156.535,,,
98.2648,,,
117.494,,,
89.4743,,,
127.487,,,
70.5642,,,
148.02,,,
161.989,,,
177.872,,,
66.7178,,,
35.2089,,,
164.414,,,
194.538,,,
156.741,,,
148.198,,,
103.924,,,
160.75,,,
150.9,,,
14.974,,,
148.499,,,
157.106,,,
57.0544,,,
57.7043,,,
19.9387,,,
77.1409,,,
130.109,,,
142.926,,,
52.9528,,,
10.6144,,,
196.179,,,
182.432,,,
192.638,,,
49.5633,,,
3.77481,,,
84.0425,,,
40.0045,,,
118.02,,,
10.086,,,
163.282,,,
106.418,,,
185.685,,,
167.116,,,
