47.904,,,19,0
49.1532,,,20,0
47.4524,,,21,0
45.7525,,,22,0
50.3025,,,23,0
59.1784,,,24,0
53.6441,,,25,0
41.8805,,,26,0
54.3918,,,27,0
46.86,,,28,0
52.2168,,,29,0
50.174,,,30,0
45.8128,,,31,0
51.9603,,,32,0
41.3693,,,33,0
40.7536,,,34,1
55.7132,,,35,0
54.0854,,,36,0
50.4307,,,37,4
48.1429,,,38,4
44.2992,,,39,4
50.7061,,,40,4
53.6584,,,41,13
49.7047,,,42,19
48.2183,,,43,26
52.1615,,,44,40
58.5102,,,45,38
52.4086,,,46,64
48.5449,,,47,61
45.4122,,,48,66
47.3012,,,49,83
47.2278,,,50,85
50.1888,,,51,76
54.6777,,,52,65
47.4279,,,53,76
55.3367,,,54,52
46.7453,,,55,55
48.7535,,,56,50
46.1125,,,57,38
60.3015,,,58,19
54.857,,,59,23
53.4406,,,60,19
42.6946,,,61,6
51.4836,,,62,2
37.5476,,,63,3
52.7194,,,64,0
43.481,,,65,1
49.4084,,,66,0
46.0688,,,67,0
45.0826,,,68,2
38.0049,,,69,1
48.3823,,,70,0
68.1581,,,71,0
57.413,,,72,0
51.8132,,,73,0
54.8933,,,74,0
57.1731,,,75,0
59.7211,,,76,0
41.7132,,,77,0
54.906,,,78,0
53.3376,,,79,0
49.4376,,,80,0
48.7134,,,,0
39.4945,,,,
55.05,,,,
54.2411,,,,
48.1208,,,,
50.5637,,,,
49.5564,,,,
52.8602,,,,
49.6457,,,,
51.8766,,,,
50.8405,,,,
53.3209,,,,
45.8821,,,,
42.9361,,,,
50.6688,,,,
47.4982,,,,
45.2403,,,,
59.1397,,,,
55.4382,,,,
45.6637,,,,
48.0349,,,,
54.2708,,,,
58.1701,,,,
49.3582,,,,
52.1128,,,,
53.0573,,,,
55.4386,,,,
47.5839,,,,
43.7632,,,,
55.9927,,,,
60.8073,,,,
51.589,,,,
52.1887,,,,
50.2254,,,,
47.9003,,,,
46.6807,,,,
52.0516,,,,
49.5135,,,,
49.7624,,,,
46.3358,,,,
53.4631,,,,
60.3205,,,,
39.2627,,,,
51.6535,,,,
47.4298,,,,
52.0133,,,,
48.6192,,,,
46.0222,,,,
59.4941,,,,
40.5895,,,,
50.464,A1:A2,,,
48.8143,,,,
43.2468,,,,
44.3584,,,,
46.3795,,,,
52.764,,,,
37.6448,,,,
52.3275,,,,
33.7933,,,,
46.7372,,,,
51.6265,,,,
50.7102,,,,
43.3018,,,,
52.8619,,,,
56.8782,,,,
58.5504,,,,
57.7915,,,,
45.237,,,,
42.054,,,,
49.0796,,,,
47.2774,,,,
54.6586,,,,
49.3707,,,,
55.8547,,,,
42.5196,,,,
44.2659,,,,
52.9926,,,,
51.226,,,,
