32,,,19,0
35,,,20,0
32,,,21,0
40,,,22,0
44,,,23,0
37,,,24,0
33,,,25,1
35,,,26,2
32,,,27,5
34,,,28,6
39,,,29,21
35,,,30,15
36,,,31,28
39,,,32,43
36,,,33,70
35,,,34,83
33,,,35,87
44,,,36,94
42,,,37,102
32,,,38,89
34,,,39,88
41,,,40,75
37,,,41,60
34,,,42,48
37,,,43,38
28,,,44,22
25,,,45,11
43,,,46,7
41,,,47,3
35,,,48,0
37,,,49,0
32,,,50,2
30,,,51,0
37,,,52,0
41,,,53,0
44,,,54,0
44,,,55,0
36,,,56,0
40,,,57,0
38,,,58,0
37,,,59,0
38,,,60,0
38,,,61,0
37,,,62,0
40,,,63,0
37,,,64,0
43,,,65,0
37,,,66,0
40,,,67,0
33,,,68,0
38,,,69,0
40,,,70,0
37,,,71,0
31,,,72,0
42,,,73,0
34,,,74,0
38,,,75,0
28,,,76,0
36,,,77,0
36,,,78,0
31,,,79,0
38,,,80,0
38,,,,0
40,,,,0
34,,,,
28,,,,
35,,,,
40,,,,
36,,,,
36,,,,
37,,,,
35,,,,
33,,,,
28,,,,
35,,,,
28,,,,
33,,,,
31,,,,
37,,,,
40,,,,
38,,,,
30,,,,
34,,,,
36,,,,
35,,,,
36,,,,
38,,,,
39,,,,
37,,,,
41,,,,
41,,,,
38,,,,
33,,,,
38,,,,
40,,,,
34,,,,
37,,,,
34,,,,
34,,,,
36,,,,
38,,,,
35,,,,
42,,,,
35,,,,
42,,,,
29,,,,
37,,,,
34,,,,
30,,,,
31,,,,
35,,,,
35,,,,
32,,,,
33,,,,
32,,,,
38,,,,
40,,,,
42,,,,
36,,,,
40,,,,
34,,,,
35,,,,
35,,,,
38,,,,
39,,,,
35,,,,
35,,,,
32,,,,
39,,,,
35,,,,
29,,,,
38,,,,
41,,,,
26,,,,
34,,,,
43,,,,
36,,,,
32,,,,
37,,,,
42,,,,
36,,,,
35,,,,
30,,,,
33,,,,
28,,,,
29,,,,
39,,,,
35,,,,
32,,,,
37,,,,
39,,,,
37,,,,
27,,,,
26,,,,
38,,,,
36,,,,
32,,,,
46,,,,
34,,,,
41,,,,
30,,,,
30,,,,
34,,,,
40,,,,
35,,,,
41,,,,
33,,,,
34,,,,
35,,,,
43,,,,
37,,,,
41,,,,
35,,,,
39,,,,
37,,,,
36,,,,
34,,,,
33,,,,
37,,,,
35,,,,
31,,,,
41,,,,
28,,,,
32,,,,
31,,,,
33,,,,
36,,,,
37,,,,
35,,,,
40,,,,
35,,,,
36,,,,
39,,,,
36,,,,
32,,,,
36,,,,
41,,,,
36,,,,
35,,,,
37,,,,
40,,,,
34,,,,
31,,,,
33,,,,
37,,,,
41,,,,
37,,,,
36,,,,
33,,,,
44,,,,
38,,,,
30,,,,
39,,,,
35,,,,
39,,,,
39,,,,
39,,,,
43,,,,
30,,,,
35,,,,
33,,,,
35,,,,
34,,,,
40,,,,
44,,,,
38,,,,
38,,,,
43,,,,
37,,,,
38,,,,
36,,,,
39,,,,
33,,,,
36,,,,
34,,,,
34,,,,
38,,,,
38,,,,
32,,,,
38,,,,
40,,,,
49,,,,
31,,,,
42,,,,
36,,,,
31,,,,
37,,,,
36,,,,
36,,,,
38,,,,
25,,,,
32,,,,
38,,,,
39,,,,
36,,,,
40,,,,
39,,,,
36,,,,
40,,,,
32,,,,
39,,,,
38,,,,
42,,,,
37,,,,
42,,,,
45,,,,
33,,,,
42,,,,
34,,,,
40,,,,
33,,,,
43,,,,
30,,,,
34,,,,
39,,,,
33,,,,
37,,,,
33,,,,
38,,,,
32,,,,
39,,,,
36,,,,
34,,,,
38,,,,
35,,,,
40,,,,
35,,,,
42,,,,
42,,,,
40,,,,
38,,,,
42,,,,
37,,,,
33,,,,
33,,,,
35,,,,
40,,,,
37,,,,
35,,,,
34,,,,
32,,,,
33,,,,
33,,,,
32,,,,
39,,,,
46,,,,
41,,,,
35,,,,
35,,,,
41,,,,
31,,,,
40,,,,
39,,,,
37,,,,
37,,,,
40,,,,
39,,,,
36,,,,
36,,,,
41,,,,
33,,,,
34,,,,
37,,,,
31,,,,
36,,,,
42,,,,
35,,,,
30,,,,
41,,,,
38,,,,
36,,,,
34,,,,
39,,,,
35,,,,
37,,,,
44,,,,
38,,,,
41,,,,
39,,,,
30,,,,
32,,,,
36,,,,
39,,,,
38,,,,
28,,,,
32,,,,
27,,,,
28,,,,
32,,,,
44,,,,
35,,,,
33,,,,
31,,,,
41,,,,
45,,,,
34,,,,
39,,,,
42,,,,
34,,,,
36,,,,
28,,,,
42,,,,
40,,,,
37,,,,
39,,,,
37,,,,
32,,,,
38,,,,
29,,,,
38,,,,
35,,,,
42,,,,
35,,,,
31,,,,
39,,,,
36,,,,
28,,,,
39,,,,
36,,,,
36,,,,
40,,,,
42,,,,
35,,,,
33,,,,
39,,,,
33,,,,
42,,,,
39,,,,
36,,,,
40,,,,
34,,,,
33,,,,
30,,,,
41,,,,
33,,,,
38,,,,
30,,,,
40,,,,
37,,,,
34,,,,
40,,,,
38,,,,
31,,,,
36,,,,
43,,,,
33,,,,
38,,,,
38,,,,
38,,,,
37,,,,
41,,,,
34,,,,
35,,,,
30,,,,
33,,,,
38,,,,
36,,,,
32,,,,
40,,,,
42,,,,
36,,,,
31,,,,
29,,,,
39,,,,
36,,,,
34,,,,
33,,,,
35,,,,
34,,,,
38,,,,
31,,,,
34,,,,
37,,,,
45,,,,
38,,,,
36,,,,
30,,,,
32,,,,
36,,,,
33,,,,
39,,,,
32,,,,
41,,,,
35,,,,
39,,,,
37,,,,
42,,,,
36,,,,
33,,,,
37,,,,
32,,,,
49,,,,
30,,,,
27,,,,
32,,,,
32,,,,
33,,,,
35,,,,
38,,,,
39,,,,
37,,,,
31,,,,
41,,,,
33,,,,
33,,,,
30,,,,
33,,,,
41,,,,
38,,,,
34,,,,
36,,,,
36,,,,
36,,,,
37,,,,
34,,,,
34,,,,
35,,,,
34,,,,
38,,,,
31,,,,
41,,,,
34,,,,
35,,,,
33,,,,
36,,,,
33,,,,
36,,,,
32,,,,
39,,,,
36,,,,
39,,,,
33,,,,
36,,,,
39,,,,
36,,,,
45,,,,
37,,,,
30,,,,
35,,,,
41,,,,
36,,,,
40,,,,
29,,,,
35,,,,
30,,,,
39,,,,
35,,,,
33,,,,
38,,,,
34,,,,
33,,,,
40,,,,
32,,,,
40,,,,
46,,,,
32,,,,
36,,,,
34,,,,
42,,,,
37,,,,
38,,,,
36,,,,
32,,,,
40,,,,
24,,,,
40,,,,
31,,,,
36,,,,
40,,,,
39,,,,
33,,,,
41,,,,
39,,,,
38,,,,
42,,,,
37,,,,
37,,,,
33,,,,
31,,,,
32,,,,
34,,,,
35,,,,
31,,,,
28,,,,
33,,,,
39,,,,
35,,,,
39,,,,
43,,,,
37,,,,
39,,,,
31,,,,
27,,,,
37,,,,
36,,,,
31,,,,
34,,,,
37,,,,
41,,,,
37,,,,
30,,,,
39,,,,
30,,,,
33,,,,
36,,,,
32,,,,
31,,,,
36,,,,
42,,,,
38,,,,
35,,,,
35,,,,
40,,,,
42,,,,
35,,,,
43,,,,
34,,,,
43,,,,
31,,,,
41,,,,
39,,,,
32,,,,
39,,,,
40,,,,
33,,,,
33,,,,
28,,,,
35,,,,
40,,,,
29,,,,
45,,,,
39,,,,
38,,,,
36,,,,
32,,,,
38,,,,
43,,,,
41,,,,
41,,,,
39,,,,
38,,,,
34,,,,
34,,,,
40,,,,
33,,,,
39,,,,
37,,,,
41,,,,
37,,,,
39,,,,
35,,,,
36,,,,
35,,,,
35,,,,
29,,,,
38,,,,
34,,,,
37,,,,
35,,,,
37,,,,
36,,,,
41,,,,
32,,,,
34,,,,
43,,,,
39,,,,
34,,,,
33,,,,
32,,,,
32,,,,
32,,,,
34,,,,
37,,,,
29,,,,
38,,,,
31,,,,
41,,,,
38,,,,
33,,,,
36,,,,
40,,,,
35,,,,
41,,,,
35,,,,
42,,,,
34,,,,
33,,,,
36,,,,
38,,,,
39,,,,
32,,,,
36,,,,
37,,,,
34,,,,
38,,,,
37,,,,
39,,,,
42,,,,
40,,,,
41,,,,
45,,,,
32,,,,
37,,,,
34,,,,
35,,,,
36,,,,
36,,,,
38,,,,
31,,,,
36,,,,
32,,,,
38,,,,
29,,,,
39,,,,
35,,,,
40,,,,
36,,,,
32,,,,
40,,,,
34,,,,
35,,,,
35,,,,
35,,,,
36,,,,
38,,,,
40,,,,
38,,,,
38,,,,
33,,,,
37,,,,
32,,,,
32,,,,
34,,,,
38,,,,
38,,,,
33,,,,
37,,,,
34,,,,
34,,,,
35,,,,
34,,,,
30,,,,
38,,,,
27,,,,
29,,,,
36,,,,
31,,,,
39,,,,
33,,,,
31,,,,
43,,,,
26,,,,
39,,,,
38,,,,
37,,,,
38,,,,
41,,,,
39,,,,
33,,,,
26,,,,
41,,,,
34,,,,
36,,,,
34,,,,
37,,,,
34,,,,
33,,,,
38,,,,
44,,,,
32,,,,
36,,,,
30,,,,
32,,,,
37,,,,
42,,,,
39,,,,
35,,,,
33,,,,
30,,,,
39,,,,
33,,,,
37,,,,
28,,,,
33,,,,
41,,,,
37,,,,
42,,,,
37,,,,
40,,,,
36,,,,
34,,,,
37,,,,
34,,,,
42,,,,
31,,,,
40,,,,
37,,,,
38,,,,
34,,,,
30,,,,
36,,,,
30,,,,
32,,,,
40,,,,
39,,,,
35,,,,
32,,,,
38,,,,
33,,,,
42,,,,
31,,,,
41,,,,
37,,,,
44,,,,
39,,,,
32,,,,
36,,,,
31,,,,
37,,,,
31,,,,
42,,,,
36,,,,
34,,,,
33,,,,
39,,,,
30,,,,
32,,,,
35,,,,
36,,,,
40,,,,
38,,,,
34,,,,
38,,,,
39,,,,
40,,,,
34,,,,
32,,,,
37,,,,
40,,,,
38,,,,
36,,,,
40,,,,
38,,,,
35,,,,
36,,,,
36,,,,
34,,,,
28,,,,
34,,,,
43,,,,
33,,,,
40,,,,
36,,,,
35,,,,
36,,,,
31,,,,
35,,,,
32,,,,
28,,,,
34,,,,
37,,,,
37,,,,
31,,,,
32,,,,
41,,,,
42,,,,
33,,,,
43,,,,
40,,,,
28,,,,
34,,,,
26,,,,
31,,,,
39,,,,
33,,,,
31,,,,
37,,,,
41,,,,
38,,,,
32,,,,
28,,,,
41,,,,
33,,,,
40,,,,
43,,,,
35,,,,
32,,,,
43,,,,
35,,,,
37,,,,
32,,,,
37,,,,
36,,,,
34,,,,
42,,,,
37,,,,
38,,,,
35,,,,
36,,,,
33,,,,
39,,,,
40,,,,
34,,,,
35,,,,
32,,,,
36,,,,
36,,,,
34,,,,
32,,,,
36,,,,
35,,,,
36,,,,
33,,,,
36,,,,
40,,,,
31,,,,
34,,,,
32,,,,
33,,,,
36,,,,
36,,,,
43,,,,
37,,,,
35,,,,
33,,,,
38,,,,
37,,,,
41,,,,
28,,,,
39,,,,
36,,,,
38,,,,
38,,,,
37,,,,
38,,,,
32,,,,
41,,,,
39,,,,
32,,,,
35,,,,
33,,,,
33,,,,
37,,,,
31,,,,
37,,,,
43,,,,
36,,,,
42,,,,
34,,,,
33,,,,
40,,,,
32,,,,
36,,,,
33,,,,
34,,,,
44,,,,
41,,,,
39,,,,
35,,,,
31,,,,
35,,,,
37,,,,
30,,,,
33,,,,
28,,,,
33,,,,
39,,,,
36,,,,
35,,,,
38,,,,
38,,,,
32,,,,
37,,,,
33,,,,
32,,,,
34,,,,
38,,,,
28,,,,
37,,,,
39,,,,
35,,,,
35,,,,
38,,,,
35,,,,
42,,,,
34,,,,
33,,,,
38,,,,
37,,,,
32,,,,
29,,,,
39,,,,
42,,,,
45,,,,
31,,,,
36,,,,
34,,,,
29,,,,
43,,,,
34,,,,
29,,,,
40,,,,
38,,,,
31,,,,
37,,,,
38,,,,
36,,,,
40,,,,
34,,,,
35,,,,
35,,,,
35,,,,
39,,,,
33,,,,
36,,,,
27,,,,
41,,,,
